RESULTADOS_CONVOCATORIA;CÓDIGO DE GRUPO;NOMBRE DEL GRUPO;LÍDER DEL GRUPO;GRUPO RECONOCIDO;GRUPO INSCRITO PARA MEDICIÓN;CLASIFICACIÓN DEL GRUPO
2015 - Convocatoria 693 - 2014;COL0160329;GRUPO DE INVESTIGACIÓN EN CIENCIAS BÁSICAS SIGMA;HECTOR ALIRIO GUERRERO;Si;SÍ;D
2017 - Convocatoria 781 - 2017;COL0160329;GRUPO DE INVESTIGACIÓN EN CIENCIAS BÁSICAS SIGMA;HECTOR ALIRIO GUERRERO;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0160339;GIISATA GRUPO DE INVESTIGACIÓN PARA LA INNOVACIÓN SOCIAL, AGROINDUSTRIAL, TEC-NOLÓGICA Y AMBIENTAL ARAUCANA;JAVIER CARREÑO ORTIZ;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0160385;ADMINISTRACIÓN, EMPRENDIMIENTO Y EDUCACIÓN;JAIME AUGUSTO PORRAS JIMENEZ;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0160385;ADMINISTRACIÓN, EMPRENDIMIENTO Y EDUCACIÓN;JAIME AUGUSTO PORRAS JIMENEZ;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0160394;PSICOLOGÍA EXPERIMENTAL Y APLICADA;RICARDO TAMAYO OSORIO;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0160394;PSICOLOGÍA EXPERIMENTAL Y APLICADA;RICARDO TAMAYO OSORIO;Si;SÍ;D
2016 - Convocatoria 737 - 2015;COL0160429;WOMA INVESTIGACIÓN;MARGARITA MARIA BAENA RESTREPO;Si;SÍ;C
2019 - Convocatoria 833 - 2018;COL0160438;CIBA-CBA;MARIO ANDRÉS COLORADO GÓMEZ;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0160438;CIBA-CBA;CARLOS MARIO ARTUNDUAGA RUIZ;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0160527;PROEMPRESAS;MONICA MARIA FONSECA VIGOYA;Si;No;Reconocido
2017 - Convocatoria 781 - 2017;COL0160527;PROEMPRESAS;MONICA MARIA FONSECA VIGOYA;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0160527;PROEMPRESAS;MONICA MARIA FONSECA VIGOYA;Si;SÍ;D
2017 - Convocatoria 781 - 2017;COL0160536;MUSSA CAFEC;EDWIN ALONSO QUINTERO;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0160607;GRUPO DE INVESTIGACION DEL CENTRO DE MATERIALES Y ENSAYOS SENA GIMES;PEDRO RODRIGUEZ SANDOVAL;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0160607;GRUPO DE INVESTIGACION DEL CENTRO DE MATERIALES Y ENSAYOS SENA GIMES;PEDRO RODRIGUEZ SANDOVAL;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0160616;GRUPO DE INVESTIGACIÓN, DESARROLLO TECNOLÓGICO E INNOVACIÓN DEL CENTRO DE DISEÑO Y METROLOGÍA DE LA REGIONAL D.C. (GIDIME);OSCAR RICARDO RIVEROS AGUIRRE;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0160616;GRUPO DE INVESTIGACIÓN, DESARROLLO TECNOLÓGICO E INNOVACIÓN DEL CENTRO DE DISEÑO Y METROLOGÍA DE LA REGIONAL D.C. (GIDIME);MARINA CASALLAS SILVA;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0160634;IDIMEC INICIATIVA PARA EL DESARROLLO Y LA INVESTIGACIÓN EN MEDICINA DE EMERGENCIAS EN COLOMBIA;NORBERTO NAVARRETE ALDANA;Si;No;Reconocido
2019 - Convocatoria 833 - 2018;COL0160634;IDIMEC INICIATIVA PARA EL DESARROLLO Y LA INVESTIGACIÓN EN MEDICINA DE EMERGENCIAS EN COLOMBIA;NORBERTO NAVARRETE ALDANA;Si;No;Reconocido
2017 - Convocatoria 781 - 2017;COL0160634;IDIMEC INICIATIVA PARA EL DESARROLLO Y LA INVESTIGACIÓN EN MEDICINA DE EMERGENCIAS EN COLOMBIA;NORBERTO NAVARRETE ALDANA;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0160634;IDIMEC INICIATIVA PARA EL DESARROLLO Y LA INVESTIGACIÓN EN MEDICINA DE EMERGENCIAS EN COLOMBIA;NORBERTO NAVARRETE ALDANA;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0160634;IDIMEC INICIATIVA PARA EL DESARROLLO Y LA INVESTIGACIÓN EN MEDICINA DE EMERGENCIAS EN COLOMBIA;NORBERTO NAVARRETE ALDANA;Si;SÍ;D
2016 - Convocatoria 737 - 2015;COL0160634;IDIMEC INICIATIVA PARA EL DESARROLLO Y LA INVESTIGACIÓN EN MEDICINA DE EMERGENCIAS EN COLOMBIA;NORBERTO NAVARRETE ALDANA;Si;SÍ;D
2015 - Convocatoria 693 - 2014;COL0160634;IDIMEC INICIATIVA PARA EL DESARROLLO Y LA INVESTIGACIÓN EN MEDICINA DE EMERGENCIAS EN COLOMBIA;NORBERTO NAVARRETE ALDANA;Si;SÍ;D
2019 - Convocatoria 833 - 2018;COL0160652;COMPLEXUS;ANÍBAL ALFONSO TEHERÁN VALDERRAMA;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0160652;COMPLEXUS;ANÍBAL ALFONSO TEHERÁN VALDERRAMA;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0160652;COMPLEXUS;LUZ MARINA CANO MOLANO;Si;SÍ;D
2019 - Convocatoria 833 - 2018;COL0160679;GINDET (GRUPO DE INVESTIGACIÓN EN DESARROLLO TECNOLÓGICO E INNOVACIÓN);JHON EDWARD LIZARAZO PARADA;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0160679;GINDET (GRUPO DE INVESTIGACIÓN EN DESARROLLO TECNOLÓGICO E INNOVACIÓN);WILMER GUEVARA;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0160714;ESCUELA DE ARMAS COMBINADAS DEL EJÉRCITO GICAM;DANIEL FELIPE MOLINA MARTINEZ;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0160714;ESCUELA DE ARMAS COMBINADAS DEL EJÉRCITO GICAM;JAVIER HERNANDEZ FERREIRA;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0160821;GRUPO DE INVESTIGACIÓN EN GESTIÓN, EVALUACIÓN E INNOVACIÓN EDUCATIVA EDUCERE CTA;DURYS ESTHER RIOS KERGUELEN;Si;No;Reconocido
2015 - Convocatoria 693 - 2014;COL0160821;GRUPO DE INVESTIGACIÓN EN GESTIÓN, EVALUACIÓN E INNOVACIÓN EDUCATIVA EDUCERE CTA;DURYS ESTHER RIOS KERGUELEN;Si;SÍ;D
2017 - Convocatoria 781 - 2017;COL0160821;GRUPO DE INVESTIGACIÓN EN GESTIÓN, EVALUACIÓN E INNOVACIÓN EDUCATIVA EDUCERE CTA;DURYS ESTHER RIOS KERGUELEN;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0160821;GRUPO DE INVESTIGACIÓN EN GESTIÓN, EVALUACIÓN E INNOVACIÓN EDUCATIVA EDUCERE CTA;DURYS ESTHER RIOS KERGUELEN;Si;SÍ;D
2016 - Convocatoria 737 - 2015;COL0160839;GRUPO DE INVESTIGACIÓN EN PRODUCTIVIDAD DEL VALOR AGREGADO PRODUCTIVA-MENTE;JAIME ALONSO ARBOLEDA PALACIO;Si;SÍ;D
2015 - Convocatoria 693 - 2014;COL0160839;GRUPO DE INVESTIGACIÓN EN PRODUCTIVIDAD DEL VALOR AGREGADO PRODUCTIVA-MENTE;JAIME ALONSO ARBOLEDA PALACIO;Si;SÍ;D
2017 - Convocatoria 781 - 2017;COL0160839;GRUPO DE INVESTIGACIÓN EN PRODUCTIVIDAD DEL VALOR AGREGADO PRODUCTIVA-MENTE;JAIME ALONSO ARBOLEDA PALACIO;Si;Sí;Reconocido
2016 - Convocatoria 737 - 2015;COL0160895;INNOVACIÓN Y COMPETITIVIDAD INNCOMP;DIEGO FERNANDO ZULUAGA VIDAL;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0160895;INNOVACIÓN Y COMPETITIVIDAD INNCOMP;DIEGO FERNANDO ZULUAGA VIDAL;Si;SÍ;D
2019 - Convocatoria 833 - 2018;COL0160895;INNOVACIÓN Y COMPETITIVIDAD INNCOMP;DIEGO FERNANDO ZULUAGA VIDAL;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0160895;INNOVACIÓN Y COMPETITIVIDAD INNCOMP;DIEGO FERNANDO ZULUAGA VIDAL;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0160939;INVESTIGACIÓN EN NEFROLOGÍA Y DIÁLISIS;RAFAEL MAURICIO SANABRIA ARENAS;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0160939;INVESTIGACIÓN EN NEFROLOGÍA Y DIÁLISIS;RAFAEL MAURICIO SANABRIA ARENAS;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0160939;INVESTIGACIÓN EN NEFROLOGÍA Y DIÁLISIS;RAFAEL MAURICIO SANABRIA ARENAS;Si;SÍ;C
2015 - Convocatoria 693 - 2014;COL0160939;INVESTIGACIÓN EN NEFROLOGÍA Y DIÁLISIS;RAFAEL MAURICIO SANABRIA ARENAS;Si;SÍ;D
2019 - Convocatoria 833 - 2018;COL0161041;GESTIÓN DEL TURISMO SOSTENIBLE;DIANA LYLY AGUILAR PALACIO;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0161059;IMAGINET;MILLER GOMEZ MORA;Si;Sí;Reconocido
2016 - Convocatoria 737 - 2015;COL0161059;IMAGINET;MILLER GOMEZ MORA;Si;SÍ;D
2019 - Convocatoria 833 - 2018;COL0161112;EVOLUCIÓN VIRTUAL;JAIR ENRIQUE SALCEDO ANDRADE;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0161112;EVOLUCIÓN VIRTUAL;JAIR ENRIQUE SALCEDO ANDRADE;Si;Sí;B
2016 - Convocatoria 737 - 2015;COL0161112;EVOLUCIÓN VIRTUAL;JAIR ENRIQUE SALCEDO ANDRADE;Si;SÍ;D
2019 - Convocatoria 833 - 2018;COL0161121;PATRIMONIO CULTURAL Y GASTRONOMICO DE COLOMBIA;ELIZABETH ARAQUE ELAICA;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0161121;PATRIMONIO CULTURAL Y GASTRONOMICO DE COLOMBIA;ELIZABETH ARAQUE ELAICA;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0161121;PATRIMONIO CULTURAL Y GASTRONOMICO DE COLOMBIA;ELIZABETH ARAQUE ELAICA;Si;SÍ;D
2015 - Convocatoria 693 - 2014;COL0161121;PATRIMONIO CULTURAL Y GASTRONOMICO DE COLOMBIA;ELIZABETH ARAQUE ELAICA;Si;SÍ;D
2017 - Convocatoria 781 - 2017;COL0161219;NAVARRA MEDICINA;REYNALDO EMILIO POLO LEDESMA;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0161219;NAVARRA MEDICINA;REYNALDO EMILIO POLO LEDESMA;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0161219;NAVARRA MEDICINA;JUAN CARLOS ZAMBRANO ARTEAGA;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0161219;NAVARRA MEDICINA;JUAN CARLOS ZAMBRANO ARTEAGA;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0161284;GEPINCAT;HORACIO BIENVENIDO SUAREZ BARROS;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0161284;GEPINCAT;HORACIO BIENVENIDO SUAREZ BARROS;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0161373;GRUPO DE INVESTIGACIÓN EN FINANZAS Y ECONOMÍA FINANCIERA;JOHN WILLIAM ROSSO MURILLO;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0161373;GRUPO DE INVESTIGACIÓN EN FINANZAS Y ECONOMÍA FINANCIERA;JOHN WILLIAM ROSSO MURILLO;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0161435;CONOCIMIENTO EN DIVERSIDAD Y CULTURA EN AMÉRICA LATINA;GERMÁN GUARÍN JURADO;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0161435;CONOCIMIENTO EN DIVERSIDAD Y CULTURA EN AMÉRICA LATINA;GERMÁN GUARÍN JURADO;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0161444;GRUPO DE INVESTIGACIÓN EN HUMANIDADES, CIENCIAS SOCIALES, SEGURIDAD Y DEFENSA;JOHN FABER BUITRAGO VARGAS;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0161444;GRUPO DE INVESTIGACIÓN EN HUMANIDADES, CIENCIAS SOCIALES, SEGURIDAD Y DEFENSA;JULIÁN ANDRÉS LÁZARO MONTES;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0161471;LEGAL ADVANCE WORLD LAW;ADRIANA PATRICIA ARBOLEDA LOPEZ;Si;Sí;A
2019 - Convocatoria 833 - 2018;COL0161489;TLÖN GRUPO DE INVESTIGACIÓN EN REDES DE TELECOMUNICACIONES DINÁMICAS Y LENGUAJES DE PROGRAMACIÓN DISTRIBUIDOS;JORGE EDUARDO ORTIZ TRIVIÑO;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0161489;TLÖN GRUPO DE INVESTIGACIÓN EN REDES DE TELECOMUNICACIONES DINÁMICAS Y LENGUAJES DE PROGRAMACIÓN DISTRIBUIDOS;JORGE EDUARDO ORTIZ TRIVIÑO;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0161604;DIÁLOGOS;MARTHA CECILIA ABELLA DE FIERRO;Si;No;Reconocido
2017 - Convocatoria 781 - 2017;COL0161604;DIÁLOGOS;MARTHA CECILIA ABELLA DE FIERRO;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0161622;GRUPO DE HUMANIZACIÓN EN SALUD;JOSE FERNANDO GALVAN VILLAMARIN;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0161622;GRUPO DE HUMANIZACIÓN EN SALUD;JOSE FERNANDO GALVAN VILLAMARIN;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0161631;SOLAR, EARTH AND PLANETARY PHYSICS GROUP (SEAP);JORGE IVAN ZULUAGA CALLEJAS;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0161892;DERECHO ADMINISTRATIVO;JUAN ESTEBAN ALZATE ORTIZ;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0161892;DERECHO ADMINISTRATIVO;JUAN ESTEBAN ALZATE ORTIZ;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0162049;BIOPROSPECCIÓN Y MODELADO MOLECULAR EN EL DISEÑO, SÍNTESIS Y EXPLORACIÓN RACIONAL DE PRODUCTOS NATURALES (BIOMOLUN);OSCAR JAVIER PATIÑO LADINO;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0162076;PANGEA;MEUDIS PATRICIA QUINTERO RAMOS;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0162094;LITERATURA Y EDUCACIÓN;MERY CRUZ CALVO;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0162094;LITERATURA Y EDUCACIÓN;MERY CRUZ CALVO;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0162138;GENHOMI;LUZ YAQUELINE LADINO CORTÉS;Si;Sí;Reconocido
2017 - Convocatoria 781 - 2017;COL0162174;DATUS: GRUPO INTERDISCIPLINARIO DE INVESTIGACIÓN, EVALUA-CIÓN Y ANÁLISIS DE POLÍTICA PÚBLICA;RICARDO LEÓN GÓMEZ YEPES;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0162174;DATUS: GRUPO INTERDISCIPLINARIO DE INVESTIGACIÓN, EVALUA-CIÓN Y ANÁLISIS DE POLÍTICA PÚBLICA;RICARDO LEÓN GÓMEZ YEPES;Si;SÍ;D
2019 - Convocatoria 833 - 2018;COL0162183;VERBAIURIS;ROMÁN JOSÉ ORTEGA FERNÁNDEZ;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0162183;VERBAIURIS;LISETH MARÍA SERJE URIBE;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0162245;CUNDINAMARCA AGROAMBIENTAL;MIGUEL DE LUQUE VILLA;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0162245;CUNDINAMARCA AGROAMBIENTAL;GUILLERMOORJUELA RAMIREZ;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0162307;COODEF (COOPERACIÓN, DESARROLLO, EDUCACIÓN Y FRONTERAS);ALBERTO PLACIDO CELEDON MOLINARES;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0162307;COODEF (COOPERACIÓN, DESARROLLO, EDUCACIÓN Y FRONTERAS);ALBERTO PLACIDO CELEDON MOLINARES;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0162334;LUMON LV TECH;JUAN DIEGO LÓPEZ VARGAS;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0162334;LUMON LV TECH;JUAN DIEGO LÓPEZ VARGAS;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0162334;LUMON LV TECH;JUAN DIEGO LÓPEZ VARGAS;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0162334;LUMON LV TECH;JUAN DIEGO LÓPEZ VARGAS;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0162334;LUMON LV TECH;JUAN DIEGO LÓPEZ VARGAS;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0162334;LUMON LV TECH;JUAN DIEGO LÓPEZ VARGAS;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0162334;LUMON LV TECH;JUAN DIEGO LÓPEZ VARGAS;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0162334;LUMON LV TECH;JUAN DIEGO LÓPEZ VARGAS;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0162334;LUMON LV TECH;LUIS GABRIEL MORENO SANDOVAL;Si;SÍ;D
2016 - Convocatoria 737 - 2015;COL0162334;LUMON LV TECH;LUIS GABRIEL MORENO SANDOVAL;Si;SÍ;D
2017 - Convocatoria 781 - 2017;COL0162423;DERECHOS HUMANOS Y CONSTRUCCIÓN DE PAZ;JOSÉ SAÚL TRUJILLO GONZALEZ;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0162423;DERECHOS HUMANOS Y CONSTRUCCIÓN DE PAZ;OMAR HUERTAS DIAZ;Si;SÍ;D
2019 - Convocatoria 833 - 2018;COL0162441;INNTEC;DIANA CRISTINA RODRÍGUEZ MORENO;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0162441;INNTEC;DIANA CRISTINA RODRÍGUEZ MORENO;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0162488;DESARROLLO ECONÓMICO CON EMPRENDIMIENTO, INNOVACIÓN Y TECNOLOGÍA;ALEXIS FABIAN SANTOFIMIO VARGAS;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0162488;DESARROLLO ECONÓMICO CON EMPRENDIMIENTO, INNOVACIÓN Y TECNOLOGÍA;ALEXIS FABIAN SANTOFIMIO VARGAS;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0162586;PRAXIS EDUCATIVA;ORO DE OFIR GARCIA GONZALEZ;Si;No;Reconocido
2019 - Convocatoria 833 - 2018;COL0162586;PRAXIS EDUCATIVA;ORO DE OFIR GARCIA GONZALEZ;Si;No;Reconocido
2017 - Convocatoria 781 - 2017;COL0162586;PRAXIS EDUCATIVA;ALICIA DEL PILAR MARTINEZ LOBO;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0162586;PRAXIS EDUCATIVA;ALICIA DEL PILAR MARTINEZ LOBO;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0162601;GRUPO DE INVESTIGACIÓN SOBRE ESTUDIOS CRÍTICOS;ADRIANA MARÍA RUIZ GUTIÉRREZ;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0162601;GRUPO DE INVESTIGACIÓN SOBRE ESTUDIOS CRÍTICOS;ADRIANA MARÍA RUIZ GUTIÉRREZ;Si;Sí;Reconocido
2017 - Convocatoria 781 - 2017;COL0162684;GRUPO DE INVESTIGACIÓN INTERDISCIPLINAR GRUPINS;MARTHA MONSALVE PERDOMO;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0162684;GRUPO DE INVESTIGACIÓN INTERDISCIPLINAR GRUPINS;MARTHA MONSALVE PERDOMO;Si;Sí;B
2019 - Convocatoria 833 - 2018;COL0162709;ECOLOGÍA EVOLUTIVA Y BIOGEOGRAFÍA TROPICAL ECOBIT;TOMASZ WILHELM PYRCZ;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0162709;ECOLOGÍA EVOLUTIVA Y BIOGEOGRAFÍA TROPICAL ECOBIT;TOMASZ WILHELM PYRCZ;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0162844;GLAMS;LISSETTE PATRICIA CASADIEGO MIRANDA;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0162844;GLAMS;LISSETTE PATRICIA CASADIEGO MIRANDA;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0162844;GLAMS;LISSETTE PATRICIA CASADIEGO MIRANDA;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0162871;GICEMET;DARWIN DUBAY RODRÍGUEZ PINTO;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0162871;GICEMET;MARCO ANTONIO VELASCO PEÑA;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0162871;GICEMET;MARCO ANTONIO VELASCO PEÑA;Si;SÍ;D
2019 - Convocatoria 833 - 2018;COL0163037;ITI: INNOVACIÓN EN TECNOLOGÍAS DE INFORMACIÓN;HECTOR ARTURO FLOREZ FERNANDEZ;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0163037;ITI: INNOVACIÓN EN TECNOLOGÍAS DE INFORMACIÓN;HECTOR ARTURO FLOREZ FERNANDEZ;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0163037;ITI: INNOVACIÓN EN TECNOLOGÍAS DE INFORMACIÓN;HECTOR ARTURO FLOREZ FERNANDEZ;Si;SÍ;C
2019 - Convocatoria 833 - 2018;COL0163117;ANTHROPOS;MAURICIO OROZCO VALLEJO;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0163117;ANTHROPOS;JOSÉ HELIO LÓPEZ SOTO;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0163171;EMPRENDIMIENTO Y MONITOREO DE LAS TENDENCIAS DE DESARROLLO REGIONAL EMTENDER;TEÓFILO RAFAEL VILLACOB HERNANDEZ;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0163171;EMPRENDIMIENTO Y MONITOREO DE LAS TENDENCIAS DE DESARROLLO REGIONAL EMTENDER;TEÓFILO RAFAEL VILLACOB HERNANDEZ;Si;SÍ;D
2017 - Convocatoria 781 - 2017;COL0163171;EMPRENDIMIENTO Y MONITOREO DE LAS TENDENCIAS DE DESARROLLO REGIONAL EMTENDER;TEÓFILO RAFAEL VILLACOB HERNANDEZ;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0163206;GRUPO DE INVESTIGACION EN MATEMATICAS UNIVERSIDAD DE PAMPLONA;JUAN CARLOS LÓPEZ CARREÑO;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0163233;GEORESEARCH INTERNATIONAL-GEOR;MÓNICA CONSUELO ZULETA SALAS;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0163298;AGROBIOLOGIA TROPICALABT;KAROL LIZARAZO HERNANDEZ;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0163298;AGROBIOLOGIA TROPICALABT;KAROL LIZARAZO HERNANDEZ;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0163369;EDUCACIÓN Y SIMULACIÓN CLINICA (EDSIMC);DIEGO ANDRES DIAZ GUIO;Si;No;Reconocido
2019 - Convocatoria 833 - 2018;COL0163378;GRUPO DE INVESTIGACIÓN Y DESARROLLO DE CONOCIMIENTO EN ENFERMERÍA FCV (GIDCEN-FCV);LYDA ZORAYA ROJAS SÁNCHEZ;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0163378;GRUPO DE INVESTIGACIÓN Y DESARROLLO DE CONOCIMIENTO EN ENFERMERÍA FCV (GIDCEN-FCV);LYDA ZORAYA ROJAS SÁNCHEZ;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0163378;GRUPO DE INVESTIGACIÓN Y DESARROLLO DE CONOCIMIENTO EN ENFERMERÍA FCV (GIDCEN-FCV);LYDA ZORAYA ROJAS SÁNCHEZ;Si;Sí;Reconocido
2017 - Convocatoria 781 - 2017;COL0163378;GRUPO DE INVESTIGACIÓN Y DESARROLLO DE CONOCIMIENTO EN ENFERMERÍA FCV (GIDCEN-FCV);LYDA ZORAYA ROJAS SÁNCHEZ;Si;Sí;Reconocido
2017 - Convocatoria 781 - 2017;COL0163378;GRUPO DE INVESTIGACIÓN Y DESARROLLO DE CONOCIMIENTO EN ENFERMERÍA FCV (GIDCEN-FCV);LYDA ZORAYA ROJAS SÁNCHEZ;Si;Sí;Reconocido
2017 - Convocatoria 781 - 2017;COL0163378;GRUPO DE INVESTIGACIÓN Y DESARROLLO DE CONOCIMIENTO EN ENFERMERÍA FCV (GIDCEN-FCV);LYDA ZORAYA ROJAS SÁNCHEZ;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0163439;PRE-TEXTOS;ALEXANDER LUNA NIETO;Si;Sí;A
2017 - Convocatoria 781 - 2017;COL0163439;PRE-TEXTOS;EDWARD JAVIER ORDOÑEZ --;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0163509;PATRYO PATRIMONIO, AMBIENTE, TURISMO, RECREACION Y OCIO;CLAUDIA XIMENA TRIANA VERA;Si;Sí;B
2019 - Convocatoria 833 - 2018;COL0163519;HEMATOONCOLOGIA PEDIATRICA GRUPO DE INVESTIGACION NIÑOS VICTORIOSOS;HEIDY MARIA MARSIGLIA ARMELLA;Si;No;Reconocido
2017 - Convocatoria 781 - 2017;COL0163519;HEMATOONCOLOGIA PEDIATRICA GRUPO DE INVESTIGACION NIÑOS VICTORIOSOS;HEIDY MARIA MARSIGLIA ARMELLA;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0163529;GISS GRUPO DE INVESTIGACIÓNES DE SERVICIOS A LA SALUD;RAFAEL MESA PÉREZ;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0163547;PROCESOS AMBIENTALMENTE AMIGABLES;GERARDO ANDRÉS CAICEDO PINEDA;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0163547;PROCESOS AMBIENTALMENTE AMIGABLES;GERARDO ANDRÉS CAICEDO PINEDA;Si;Sí;C
2019 - Convocatoria 833 - 2018;COL0163565;IDENTIC;EFRAIN JOSE MARTINEZ MENESES;Si;Sí;C
2017 - Convocatoria 781 - 2017;COL0163565;IDENTIC;EFRAIN JOSE MARTINEZ MENESES;Si;Sí;Reconocido
2019 - Convocatoria 833 - 2018;COL0163574;NÚCLEO;MIRIAM ANDREA WILCHES TORRES;Si;Sí;B
2017 - Convocatoria 781 - 2017;COL0163574;NÚCLEO;MIRIAM ANDREA WILCHES TORRES;Si;Sí;C
2016 - Convocatoria 737 - 2015;COL0163574;NÚCLEO;MIRIAM ANDREA WILCHES TORRES;Si;SÍ;D
